total_sets,total_pieces,total_minifigs,total_paid_usd,total_current_value_usd,total_gain_loss_usd,overall_roi_pct,avg_price_per_piece,sets_18plus,sets_appreciated
30,28594,50,2644.71,3315.99,671.28,0.2538,0.0983,28,29
